GROUP	GroupName	OddsRatio	FisherExactP	TargetGene:DrugNames	Padj	Cat	transf
R40-R46	Symptoms and signs involving cognition, perception, emotional state and behaviour	6.86666666666667	0.0046909851094693	CACNA1I:cinnarizine;CHRM1:itameline,milameline,sdz-210-086,sr-46559a,tazomeline,thiopilocarpine,ym-796;HRH3:abt-239,gsk-334429,gsk189254a,irdabisant,thioperamide,ucb-2892;PDE1B:ic-041	0.103670770919272	ICD	2.32873594562576
R50-R69	General symptoms and signs	3.32305560367227	0.00248947164030118	ABAT:divalproex sodium,vigabatrin;CACNA1I:paramethadione;CHRM1:atropine,bqca,clidinium,succinylcholine,tolterodine,propantheline,apd-515;CHRM4:atropine,tolterodine;GABBR1:vigabatrin;GABRA3:butalbital,clobazam,clonazepam,meprobamate,midazolam,propofol,sevoflurane,talbutal;GRIN1:ifenprodil,l-698532,nbqx,orphenadrine,ym-90k;HRH3:abt-652,bp-2.94,fub-130,ucl-1390;KCNQ2:diclofenac,ica-69673;SCN4B:brivaracetam;SLC12A5:bumetanide	0.0793964741080327	ICD	2.60389281677991
R70-R79	Abnormal findings on examination of blood, without diagnosis	0	1		1	ICD	0
R80-R82	Abnormal findings on examination of urine, without diagnosis	0	1		1	ICD	0
S00-S09	Injuries to the head	0	1		1	ICD	0
S10-S19	Injuries to the neck	0	1		1	ICD	0
S20-S29	Injuries to the thorax	0	1		1	ICD	0
S30-S39	Injuries to the abdomen, lower back, lumbar spine and pelvis	0	1		1	ICD	0
S40-S49	Injuries to the shoulder and upper arm	0	1		1	ICD	0
S50-S59	Injuries to the elbow and forearm	0	1		1	ICD	0
S60-S69	Injuries to the wrist and hand	0	1		1	ICD	0
S70-S79	Injuries to the hip and thigh	0	1		1	ICD	0
S80-S89	Injuries to the knee and lower leg	0	1		1	ICD	0
S90-S99	Injuries to the ankle and foot	0	1		1	ICD	0
T00-T07	Injuries involving multiple body regions	0	1		1	ICD	0
T08-T14	Injuries to unspecified part of trunk, limb or body region	0	1		1	ICD	0
T15-T19	Effects of foreign body entering through natural orifice	0	1		1	ICD	0
T20-T25	Burns and corrosions of external body surface, specified by site	0	1		1	ICD	0
T26-T28	Burns and corrosions confined to eye and internal organs	0	1		1	ICD	0
T29-T32	Burns and corrosions of multiple and unspecified body regions	0	1		1	ICD	0
T33-T35	Frostbite	0	1		1	ICD	0
T36-T50	Poisoning by drugs, medicaments and biological substances	11.2599620493359	0.00403552397456823	CHRM1:atropine;CHRM4:atropine;CYP46A1:tak-935	0.102798092313676	ICD	2.39410006825547
T51-T65	Toxic effects of substances chiefly nonmedicinal as to source	9.09677419354839	0.00684395824186699	CHRM1:atropine;CHRM4:atropine;CYP46A1:tak-935	0.137501342859328	ICD	2.16469264895298
T66-T78	Other and unspecified effects of external causes	2.00175315568022	0.210922045227131	CHRM1:isopropamide iodide;GABRA3:midazolam,propofol;HRH3:gsk1004723,gsk835726,hpp404	0.994177735509086	ICD	0.675878026139403
T79-T79	Certain early complications of trauma	0	1		1	ICD	0
T80-T88	Complications of surgical and medical care, not elsewhere classified	0	1		1	ICD	0
T90-T98	Sequelae of injuries, of poisoning and of other consequences of external causes	0	1		1	ICD	0
W85-W99	Exposure to electric current, radiation and extreme ambient air temperature and pressure	0	1		1	ICD	0
Z00-Z13	Persons encountering health services for examination and investigation	0	1		1	ICD	0
Z20-Z29	Persons with potential health hazards related to communicable diseases	0	1		1	ICD	0
Z30-Z39	Persons encountering health services in circumstances related to reproduction	0	1		1	ICD	0
Z40-Z54	Persons encountering health services for specific procedures and health care	0	1		1	ICD	0
Z55-Z65	Persons with potential health hazards related to socioeconomic and psychosocial circumstances	0	1		1	ICD	0
Z70-Z76	Persons encountering health services in other circumstances	0	1		1	ICD	0
Z80-Z99	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	0	1		1	ICD	0
A01	STOMATOLOGICAL PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A02	DRUGS FOR ACID RELATED DISORDERS	6.01515151515152	0.170019192763901	CHRM1:pirenzepine	0.963442092328773	ATC	0.769502050145446
A03	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	3.60477941176471	0.120608738911613	CHRM1:oxyphencyclimine,glycopyrronium,oxyphenonium,propantheline,tridihexethyl,hexocyclium,mepenzolate,atropine,hyoscyamine,metoclopramide;CHRM4:oxyphencyclimine,mebeverine,methantheline,tridihexethyl,mepenzolate,atropine,hyoscyamine,cimetropium bromide	0.828147371763663	ATC	0.918621223509365
A04	ANTIEMETICS AND ANTINAUSEANTS	12.0606060606061	0.0965371482741663	CHRM1:scopolamine	0.820565760330413	ATC	1.01530553446995
A05	BILE AND LIVER THERAPY	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A06	DRUGS FOR CONSTIPATION	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A07	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A08	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A09	DIGESTIVES, INCL. ENZYMES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A10	DRUGS USED IN DIABETES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A11	VITAMINS	20.1212121212121	0.0654092047166537	ABAT:pyridoxal phosphate	0.694972800114445	ATC	1.18436113124211
A12	MINERAL SUPPLEMENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A14	ANABOLIC AGENTS FOR SYSTEMIC USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
A16	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
B01	ANTITHROMBOTIC AGENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
B02	ANTIHEMORRHAGICS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
B03	ANTIANEMIC PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
B05	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
B06	OTHER HEMATOLOGICAL AGENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
C01	CARDIAC THERAPY	1.62246621621622	0.366337614235737	ATP1A3:digitoxin,digoxin;PDE1B:trapidil	1	ATC	0.436118487242226
C02	ANTIHYPERTENSIVES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
C03	DIURETICS	2.71763085399449	0.323496931705885	SLC12A5:bumetanide	1	ATC	0.490129834159183
C04	PERIPHERAL VASODILATORS	7.73046875	0.0352662986829534	CHRM1:vinburnine;GRIN1:ifenprodil	0.499605898008507	ATC	1.45264011861208
C05	VASOPROTECTIVES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
C07	BETA BLOCKING AGENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
C08	CALCIUM CHANNEL BLOCKERS	2.71763085399449	0.323496931705885	CACNA1I:manidipine,mibefradil	1	ATC	0.490129834159183
C09	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
C10	LIPID MODIFYING AGENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D01	ANTIFUNGALS FOR DERMATOLOGICAL USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D02	EMOLLIENTS AND PROTECTIVES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D03	PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D04	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D05	ANTIPSORIATICS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D06	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D07	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D08	ANTISEPTICS AND DISINFECTANTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D09	MEDICATED DRESSINGS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D10	ANTI-ACNE PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
D11	OTHER DERMATOLOGICAL PREPARATIONS	2.38787878787879	0.35733224708491	KCNQ2:diclofenac	1	ATC	0.44692778956556
G01	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
G02	OTHER GYNECOLOGICALS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
G03	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
G04	UROLOGICALS	6.86458333333333	0.0428927955943134	CHRM1:flavoxate,oxybutynin,tolterodine;CHRM4:flavoxate,tolterodine,trospium	0.520841089359519	ATC	1.36761564712494
H01	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
H02	CORTICOSTEROIDS FOR SYSTEMIC USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
H03	THYROID THERAPY	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
H05	CALCIUM HOMEOSTASIS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
J01	ANTIBACTERIALS FOR SYSTEMIC USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
J02	ANTIMYCOTICS FOR SYSTEMIC USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
J04	ANTIMYCOBACTERIALS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
J05	ANTIVIRALS FOR SYSTEMIC USE	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
L01	ANTINEOPLASTIC AGENTS	0.380952380952381	0.925514456119725	MAP1A:estramustine	1	ATC	0.0336167933735356
L02	ENDOCRINE THERAPY	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
L03	IMMUNOSTIMULANTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
L04	IMMUNOSUPPRESSANTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
M01	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	2.84848484848485	0.311838997431966	KCNQ2:diclofenac	1	ATC	0.506069574488848
M02	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	4.62004662004662	0.211287917416089	KCNQ2:diclofenac	1	ATC	0.675125337540939
M03	MUSCLE RELAXANTS	5.26612903225806	0.026043931870197	GABBR1:baclofen;GABRA3:thiocolchicoside;GRIN1:orphenadrine	0.442746841793349	ATC	1.5842934494193
M04	ANTIGOUT PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
M05	DRUGS FOR TREATMENT OF BONE DISEASES	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
M09	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
N01	ANESTHETICS	1.34366391184573	0.536475333900726	GABRA3:halothane,enflurane,isoflurane,desflurane,sevoflurane,hexobarbital,thiopental,etomidate,propofol	1	ATC	0.270450241260132
N02	ANALGESICS	1.31313131313131	0.544418800961082	GABRA3:methoxyflurane	1	ATC	0.264066885282327
N03	ANTIEPILEPTICS	6.84729064039409	0.00171167072726643	ABAT:valproic acid,vigabatrin;CACNA1I:paramethadione,zonisamide;GABBR1:vigabatrin,progabide;GABRA3:methylphenobarbital,primidone,metharbital,clonazepam,topiramate,stiripentol;SCN4B:zonisamide,brivaracetam	0.0727460059088234	ATC	2.76657977650751
N04	ANTI-PARKINSON DRUGS	9.09677419354839	0.00684395824186699	CHRM1:trihexyphenidyl,biperiden,metixene,procyclidine,benzatropine;CHRM4:metixene,procyclidine;GRIN1:orphenadrine	0.193912150186232	ATC	2.16469264895298
N05	PSYCHOLEPTICS	3.3508064516129	0.0739005964401073	CHRM1:triflupromazine,scopolamine;CHRM4:promazine;GABRA3:diazepam,chlordiazepoxide,oxazepam,lorazepam,adinazolam,bromazepam,clobazam,prazepam,alprazolam,halazepam,fludiazepam,etizolam,clotiazepam,meprobamate,pentobarbital,amobarbital,barbital,aprobarbital,secobarbital,talbutal,heptabarbital,hexobarbital,thiopental,flurazepam,nitrazepam,flunitrazepam,estazolam,triazolam,lormetazepam,temazepam,midazolam,quazepam,cinolazepam,glutethimide,methyprylon,zopiclone,eszopiclone,ethchlorvynol	0.697950077489902	ATC	1.13135205646847
N06	PSYCHOANALEPTICS	5.26612903225806	0.026043931870197	CHRM1:doxepin,dosulepin;CHRM4:doxepin,dosulepin;PDE1B:vinpocetine	0.442746841793349	ATC	1.5842934494193
N07	OTHER NERVOUS SYSTEM DRUGS	8.00686813186813	0.000303425572969884	CACNA1I:cinnarizine,flunarizine;CHRM1:carbachol,pilocarpine,cevimeline;CHRM4:bethanechol,pilocarpine;GABRA3:acamprosate;GRIN1:acamprosate;HRH3:betahistine,pitolisant	0.0257911737024401	ATC	3.51794781929196
P01	ANTIPROTOZOALS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
P02	ANTHELMINTICS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
P03	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
R01	NASAL PREPARATIONS	2.48863636363636	0.346240519369756	CHRM1:ipratropium bromide	1	ATC	0.460622109456072
R02	THROAT PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
R03	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	3.71590909090909	0.11507788236874	CHRM1:ipratropium bromide;CHRM4:oxitropium bromide	0.828147371763663	ATC	0.93900813847473
R05	COUGH AND COLD PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
R06	ANTIHISTAMINES FOR SYSTEMIC USE	8.60606060606061	0.12665783332856	CHRM1:buclizine	0.828147371763663	ATC	0.897367945501016
R07	OTHER RESPIRATORY SYSTEM PRODUCTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
S01	OPHTHALMOLOGICALS	2.37841191066998	0.151720931183425	CHRM1:pilocarpine,carbachol,aceclidine,atropine,scopolamine,cyclopentolate;CHRM4:pilocarpine,aceclidine,atropine,cyclopentolate,tropicamide;KCNQ2:diclofenac	0.921162796470795	ATC	0.818954500489534
S02	OTOLOGICALS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
S03	OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
V03	ALL OTHER THERAPEUTIC PRODUCTS	1.31313131313131	0.544418800961082	GABRA3:flumazenil	1	ATC	0.264066885282327
V04	DIAGNOSTIC AGENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
V06	GENERAL NUTRIENTS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
V08	CONTRAST MEDIA	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
V10	THERAPEUTIC RADIOPHARMACEUTICALS	0	1	Code;Drug;TargetGene;XXX;large	1	ATC	0
